trainer_id	trainer_label	trainer_base	battle_index	role	battle_type	ai_flags	party_size	min_level	max_level	perfect_ivs	has_ev_spread	roster	ivs	evs	source	confidence
775	Leader Brawly3	Leader Brawly	3	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	5	23	25	FALSE	FALSE	Pikachu-Libre:23:Lightning Rod:Light Ball:Timid:Fake Out,Electroweb,Hidden Power,Draining Kiss|Sandslash-Alola:24:Ice Scales:Chople Berry:Jolly:Ice Shard,Aerial Ace,Bulldoze,Cut|Lycanroc-Dusk:25:Tough Claws:Muscle Band:Jolly:Low Sweep,Accelerock,Bulldoze,Rock Tomb|Gurdurr:25:Iron Fist:Eviolite:Adamant:Mach Punch,Fire Punch,Low Sweep,Thunder Punch|Hariyama:25:Guts:Flame Orb:Adamant:Low Sweep,Rock Tomb,Knock Off,Fake Out	31 hp,31 at,30 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
776	Leader Brawly4	Leader Brawly	4	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	5	23	25	FALSE	FALSE	Pikachu-Libre:23:Lightning Rod:Light Ball:Timid:Fake Out,Electroweb,Hidden Power,Draining Kiss|Sandslash-Alola:24:Ice Scales:Chople Berry:Jolly:Ice Shard,Aerial Ace,Bulldoze,Cut|Lycanroc-Dusk:25:Tough Claws:Muscle Band:Jolly:Low Sweep,Accelerock,Bulldoze,Rock Tomb|Gurdurr:25:Iron Fist:Eviolite:Adamant:Mach Punch,Fire Punch,Low Sweep,Thunder Punch|Hariyama:25:Guts:Flame Orb:Adamant:Low Sweep,Rock Tomb,Knock Off,Fake Out	31 hp,31 at,30 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
777	Leader Brawly5	Leader Brawly	5	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	5	23	25	FALSE	FALSE	Pikachu-Libre:23:Lightning Rod:Light Ball:Timid:Fake Out,Electroweb,Hidden Power,Draining Kiss|Sandslash-Alola:24:Ice Scales:Chople Berry:Jolly:Ice Shard,Aerial Ace,Bulldoze,Cut|Lycanroc-Dusk:25:Tough Claws:Muscle Band:Jolly:Low Sweep,Accelerock,Bulldoze,Rock Tomb|Gurdurr:25:Iron Fist:Eviolite:Adamant:Mach Punch,Fire Punch,Low Sweep,Thunder Punch|Hariyama:25:Guts:Flame Orb:Adamant:Low Sweep,Rock Tomb,Knock Off,Fake Out	31 hp,31 at,30 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
778	Leader Wattson2	Leader Wattson	2	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	6	34	34	FALSE	TRUE	Dedenne:34:Electric Surge:Terrain Extender:Timid:Parabolic Charge,Volt Switch,Draining Kiss,Hidden Power|Kilowattrel:34:Volt Absorb:Charti Berry:Timid:Air Slash,Electroweb,Volt Switch,Roost|Magneton:34:Analytic:Eviolite:Modest:Shock Wave,Mirror Shot,Volt Switch,Tri Attack|Vikavolt:34:Levitate:Occa Berry:Modest:Bug Buzz,Air Slash,Energy Ball,Charge Beam|Luxray:34:Intimidate:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang|Luxray-Mega:34:Strong Jaw:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang	31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
779	Leader Wattson3	Leader Wattson	3	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	6	34	34	FALSE	TRUE	Dedenne:34:Electric Surge:Terrain Extender:Timid:Parabolic Charge,Volt Switch,Draining Kiss,Hidden Power|Kilowattrel:34:Volt Absorb:Charti Berry:Timid:Air Slash,Electroweb,Volt Switch,Roost|Magneton:34:Analytic:Eviolite:Modest:Shock Wave,Mirror Shot,Volt Switch,Tri Attack|Vikavolt:34:Levitate:Occa Berry:Modest:Bug Buzz,Air Slash,Energy Ball,Charge Beam|Luxray:34:Intimidate:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang|Luxray-Mega:34:Strong Jaw:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang	31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
780	Leader Wattson4	Leader Wattson	4	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	6	34	34	FALSE	TRUE	Dedenne:34:Electric Surge:Terrain Extender:Timid:Parabolic Charge,Volt Switch,Draining Kiss,Hidden Power|Kilowattrel:34:Volt Absorb:Charti Berry:Timid:Air Slash,Electroweb,Volt Switch,Roost|Magneton:34:Analytic:Eviolite:Modest:Shock Wave,Mirror Shot,Volt Switch,Tri Attack|Vikavolt:34:Levitate:Occa Berry:Modest:Bug Buzz,Air Slash,Energy Ball,Charge Beam|Luxray:34:Intimidate:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang|Luxray-Mega:34:Strong Jaw:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang	31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
781	Leader Wattson5	Leader Wattson	5	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	6	34	34	FALSE	TRUE	Dedenne:34:Electric Surge:Terrain Extender:Timid:Parabolic Charge,Volt Switch,Draining Kiss,Hidden Power|Kilowattrel:34:Volt Absorb:Charti Berry:Timid:Air Slash,Electroweb,Volt Switch,Roost|Magneton:34:Analytic:Eviolite:Modest:Shock Wave,Mirror Shot,Volt Switch,Tri Attack|Vikavolt:34:Levitate:Occa Berry:Modest:Bug Buzz,Air Slash,Energy Ball,Charge Beam|Luxray:34:Intimidate:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang|Luxray-Mega:34:Strong Jaw:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang	31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
782	Leader Flannery2	Leader Flannery	2	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	47	47	FALSE	TRUE	Ninetales:47:Drought:Heat Rock:Timid:Flamethrower,Energy Ball,Psyshock,Dark Pulse|Walking Wake:47:Protosynthesis:Choice Scarf:Timid:Hydro Steam,Flamethrower,Dragon Pulse,Hidden Power|Scovillain:47:Chlorophyll:Life Orb:Modest:Giga Drain,Flamethrower,Scorching Sands,Sunny Day|Rotom-Heat:47:Levitate:Leftovers:Bold:Thunderbolt,Overheat,Hidden Power,Thunder Wave|Marowak-Alola:47:Bone Zone:Thick Club:Adamant:Flare Blitz,Shadow Bone,Bonemerang,Thunder Punch|Infernape:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide|Infernape-Mega:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,30 df,30 sa,30 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|252 df,252 sa,6 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
783	Leader Flannery3	Leader Flannery	3	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	47	47	FALSE	TRUE	Ninetales:47:Drought:Heat Rock:Timid:Flamethrower,Energy Ball,Psyshock,Dark Pulse|Walking Wake:47:Protosynthesis:Choice Scarf:Timid:Hydro Steam,Flamethrower,Dragon Pulse,Hidden Power|Scovillain:47:Chlorophyll:Life Orb:Modest:Giga Drain,Flamethrower,Scorching Sands,Sunny Day|Rotom-Heat:47:Levitate:Leftovers:Bold:Thunderbolt,Overheat,Hidden Power,Thunder Wave|Marowak-Alola:47:Bone Zone:Thick Club:Adamant:Flare Blitz,Shadow Bone,Bonemerang,Thunder Punch|Infernape:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide|Infernape-Mega:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,30 df,30 sa,30 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|252 df,252 sa,6 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
784	Leader Flannery4	Leader Flannery	4	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	47	47	FALSE	TRUE	Ninetales:47:Drought:Heat Rock:Timid:Flamethrower,Energy Ball,Psyshock,Dark Pulse|Walking Wake:47:Protosynthesis:Choice Scarf:Timid:Hydro Steam,Flamethrower,Dragon Pulse,Hidden Power|Scovillain:47:Chlorophyll:Life Orb:Modest:Giga Drain,Flamethrower,Scorching Sands,Sunny Day|Rotom-Heat:47:Levitate:Leftovers:Bold:Thunderbolt,Overheat,Hidden Power,Thunder Wave|Marowak-Alola:47:Bone Zone:Thick Club:Adamant:Flare Blitz,Shadow Bone,Bonemerang,Thunder Punch|Infernape:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide|Infernape-Mega:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,30 df,30 sa,30 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|252 df,252 sa,6 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
785	Leader Flannery5	Leader Flannery	5	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	47	47	FALSE	TRUE	Ninetales:47:Drought:Heat Rock:Timid:Flamethrower,Energy Ball,Psyshock,Dark Pulse|Walking Wake:47:Protosynthesis:Choice Scarf:Timid:Hydro Steam,Flamethrower,Dragon Pulse,Hidden Power|Scovillain:47:Chlorophyll:Life Orb:Modest:Giga Drain,Flamethrower,Scorching Sands,Sunny Day|Rotom-Heat:47:Levitate:Leftovers:Bold:Thunderbolt,Overheat,Hidden Power,Thunder Wave|Marowak-Alola:47:Bone Zone:Thick Club:Adamant:Flare Blitz,Shadow Bone,Bonemerang,Thunder Punch|Infernape:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide|Infernape-Mega:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Rock Slide	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,30 df,30 sa,30 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|252 df,252 sa,6 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
786	Leader Norman2	Leader Norman	2	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	59	59	FALSE	TRUE	Zoroark-Hisui:59:Illusion:Focus Sash:Timid:Bitter Malice,Aura Sphere,Hyper Voice,Sludge Bomb|Iron Valiant:59:Quark Drive:Booster Energy:Jolly:Close Combat,Spirit Break,Bulk Up,Knock Off|Ursaluna-Bloodmoon:59:Minds Eye:Expert Belt:Modest:Earth Power,Blood Moon,Hyper Voice,Hidden Power|Cyclizar:59:Regenerator:Sitrus Berry:Jolly:Shed Tail,Aqua Tail,Dragon Claw,Return|Slaking:59:Truant:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake|Obstagoon:59:Guts:Life Orb:Jolly:Facade,Knock Off,Close Combat,Sucker Punch|Slaking-Mega:59:Comatose:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,30 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
787	Leader Norman3	Leader Norman	3	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	59	59	FALSE	TRUE	Zoroark-Hisui:59:Illusion:Focus Sash:Timid:Bitter Malice,Aura Sphere,Hyper Voice,Sludge Bomb|Iron Valiant:59:Quark Drive:Booster Energy:Jolly:Close Combat,Spirit Break,Bulk Up,Knock Off|Ursaluna-Bloodmoon:59:Minds Eye:Expert Belt:Modest:Earth Power,Blood Moon,Hyper Voice,Hidden Power|Cyclizar:59:Regenerator:Sitrus Berry:Jolly:Shed Tail,Aqua Tail,Dragon Claw,Return|Slaking:59:Truant:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake|Obstagoon:59:Guts:Life Orb:Jolly:Facade,Knock Off,Close Combat,Sucker Punch|Slaking-Mega:59:Comatose:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,30 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
788	Leader Norman4	Leader Norman	4	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	59	59	FALSE	TRUE	Zoroark-Hisui:59:Illusion:Focus Sash:Timid:Bitter Malice,Aura Sphere,Hyper Voice,Sludge Bomb|Iron Valiant:59:Quark Drive:Booster Energy:Jolly:Close Combat,Spirit Break,Bulk Up,Knock Off|Ursaluna-Bloodmoon:59:Minds Eye:Expert Belt:Modest:Earth Power,Blood Moon,Hyper Voice,Hidden Power|Cyclizar:59:Regenerator:Sitrus Berry:Jolly:Shed Tail,Aqua Tail,Dragon Claw,Return|Slaking:59:Truant:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake|Obstagoon:59:Guts:Life Orb:Jolly:Facade,Knock Off,Close Combat,Sucker Punch|Slaking-Mega:59:Comatose:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,30 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
789	Leader Norman5	Leader Norman	5	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	59	59	FALSE	TRUE	Zoroark-Hisui:59:Illusion:Focus Sash:Timid:Bitter Malice,Aura Sphere,Hyper Voice,Sludge Bomb|Iron Valiant:59:Quark Drive:Booster Energy:Jolly:Close Combat,Spirit Break,Bulk Up,Knock Off|Ursaluna-Bloodmoon:59:Minds Eye:Expert Belt:Modest:Earth Power,Blood Moon,Hyper Voice,Hidden Power|Cyclizar:59:Regenerator:Sitrus Berry:Jolly:Shed Tail,Aqua Tail,Dragon Claw,Return|Slaking:59:Truant:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake|Obstagoon:59:Guts:Life Orb:Jolly:Facade,Knock Off,Close Combat,Sucker Punch|Slaking-Mega:59:Comatose:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,30 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
790	Leader Winona2	Leader Winona	2	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	68	68	FALSE	TRUE	Staraptor:68:Intimidate:Choice Band:Jolly:Double-Edge,Brave Bird,Close Combat,U-turn|Aggron:68:Rock Head:Assault Vest:Adamant:Heavy Slam,Head Smash,Fire Punch,Body Press|Flygon:68:Tinted Lens:Life Orb:Naive:Draco Meteor,Headlong Rush,Dual Wingbeat,Rock Slide|Frosmoth:68:Ice Scales:Heavy-Duty Boots:Timid:Quiver Dance,Bug Buzz,Giga Drain,Ice Beam|Thundurus-Therian:68:Volt Absorb:Focus Sash:Timid:Thunderbolt,Grass Knot,Sludge Wave,Hidden Power|Altaria:68:Natural Cure:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return|Altaria-Mega:68:Pixilate:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 df|252 at,6 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
791	Leader Winona3	Leader Winona	3	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	68	68	FALSE	TRUE	Staraptor:68:Intimidate:Choice Band:Jolly:Double-Edge,Brave Bird,Close Combat,U-turn|Aggron:68:Rock Head:Assault Vest:Adamant:Heavy Slam,Head Smash,Fire Punch,Body Press|Flygon:68:Tinted Lens:Life Orb:Naive:Draco Meteor,Headlong Rush,Dual Wingbeat,Rock Slide|Frosmoth:68:Ice Scales:Heavy-Duty Boots:Timid:Quiver Dance,Bug Buzz,Giga Drain,Ice Beam|Thundurus-Therian:68:Volt Absorb:Focus Sash:Timid:Thunderbolt,Grass Knot,Sludge Wave,Hidden Power|Altaria:68:Natural Cure:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return|Altaria-Mega:68:Pixilate:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 df|252 at,6 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
792	Leader Winona4	Leader Winona	4	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	68	68	FALSE	TRUE	Staraptor:68:Intimidate:Choice Band:Jolly:Double-Edge,Brave Bird,Close Combat,U-turn|Aggron:68:Rock Head:Assault Vest:Adamant:Heavy Slam,Head Smash,Fire Punch,Body Press|Flygon:68:Tinted Lens:Life Orb:Naive:Draco Meteor,Headlong Rush,Dual Wingbeat,Rock Slide|Frosmoth:68:Ice Scales:Heavy-Duty Boots:Timid:Quiver Dance,Bug Buzz,Giga Drain,Ice Beam|Thundurus-Therian:68:Volt Absorb:Focus Sash:Timid:Thunderbolt,Grass Knot,Sludge Wave,Hidden Power|Altaria:68:Natural Cure:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return|Altaria-Mega:68:Pixilate:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 df|252 at,6 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
793	Leader Winona5	Leader Winona	5	gym_leader	Doubles	Check Bad Move,Try To Faint,Check Viability	7	68	68	FALSE	TRUE	Staraptor:68:Intimidate:Choice Band:Jolly:Double-Edge,Brave Bird,Close Combat,U-turn|Aggron:68:Rock Head:Assault Vest:Adamant:Heavy Slam,Head Smash,Fire Punch,Body Press|Flygon:68:Tinted Lens:Life Orb:Naive:Draco Meteor,Headlong Rush,Dual Wingbeat,Rock Slide|Frosmoth:68:Ice Scales:Heavy-Duty Boots:Timid:Quiver Dance,Bug Buzz,Giga Drain,Ice Beam|Thundurus-Therian:68:Volt Absorb:Focus Sash:Timid:Thunderbolt,Grass Knot,Sludge Wave,Hidden Power|Altaria:68:Natural Cure:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return|Altaria-Mega:68:Pixilate:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 df|252 at,6 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
